"ID","alpha","block","diff","english","exposure","first_key_rt","first_key_timestamp","form_response","last_key_rt","response","retrieval_t","rv_trial","swahili","time_block_loop","time_block_sequence","time_correct_answer","time_cue","time_fixation_cross","time_fixation_dot","time_incorrect_answer","time_keyboard","time_press_spacebar","time_study_screen","time_test_screen","trial"
"NA","NA","NA","NA","NA","NA","NA","NA","23","NA","23","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"50","0.315827272727273","1","difficult","society","465","240","826010","Ok","934","society","761","732.711300392825","chama","467894","823273","826706","825770","824773","823275","761541","825770","824009","594523","824009","48"
"61","0.158680303030303","1","easy","lemon","465","364","830284","Ok","1233","lemon","541","763.1833239337805","limau","467894","827612","831155","829920","828924","827616","761541","829920","828380","594523","828380","49"
"3","0.294386567164179","1","difficult","fish","465","87","834381","Ok","587","fish","563","706.5575595949177","samaki","467894","832021","834885","834294","833298","832024","761541","834294","832732","594523","832732","50"
"5","0.34374","1","difficult","office","0","335","839291","Ok","1020","office","1566","642.6053902054782","afisi","467894","835744","839979","838956","837960","835747","761541","838957","836391","594523","836391","51"
"54","0.207071212121212","1","easy","glasses","0","291","843379","Ok","1207","glasses","988","717.2378828478818","degaga","467894","840378","844298","843088","842091","840380","761541","843088","841100","594523","841100","52"
"2","0.178725757575757","1","easy","beer","0","86","847013","Ok","609","beer","560","684.7953503476804","pombe","467894","844680","847539","846927","845930","844683","761541","846927","845369","594523","845368","53"
"44","0.199686567164179","1","easy","soul","0","288","850660","Ok","724","soul","562","842.8603362134334","roho","467894","847965","851099","850372","849376","847968","761541","850372","848811","594523","848811","54"
"19","0.287497014925373","1","difficult","wheel","1465","30","853701","Ok","628","wheel","586","495.23272654330964","duara","467894","851584","854301","853671","852675","851589","761541","853672","852086","594523","852086","55"
"62","0.355907575757576","1","difficult","rope","0","250","859745","Ok","630","rope","1439","905.578116794501","kamba","467894","856146","860129","859495","858499","856149","761541","859496","857057","594523","857057","56"
"61","0.158680303030303","1","easy","lemon","0","334","863649","Ok","1260","lemon","1103","687.0231317063163","limau","467894","860522","864577","863315","862318","860525","761541","863315","861214","594523","861213","57"
"3","0.294386567164179","1","difficult","fish","0","309","867385","Ok","691","fish","631","479.48386645429594","samaki","467894","864961","867770","867076","866079","864964","761541","867076","865445","594523","865445","58"
"50","0.315827272727273","1","difficult","society","0","269","870685","Ok","971","society","785","466.5517206003526","chama","467894","868161","871390","870416","869419","868164","761541","870416","868632","594523","868632","59"
"57","0.209593846153846","1","easy","bus","0","333","875119","Ok","628","bus","1043","938.8254488068702","basi","467894","871803","875417","874786","873790","871806","761541","874787","872746","594523","872745","60"
"27","0.222377272727273","2","easy","sky","2965","583","904849","Ok","868","sky","5919","921.7895311788013","anga","467894","896421","905137","904266","903269","896425","761541","904266","897348","897347","872745","61"
"29","0.18435303030303","2","easy","dog","2965","322","919000","Ok","644","dog","8571","558.6299396956196","mbwa","467894","908544","919326","918678","917681","908547","761541","918678","909107","909107","872745","62"
"7","0.210024615384615","2","easy","eye","2965","1111","941604","Ok","1817","eye","16217","580.753824064038","jicho","467894","922691","942314","940493","939497","922695","761541","940493","923277","923277","872745","63"
"9","0.347927272727273","2","difficult","police","2965","330","952263","Ok","1172","police","4647","599.2931372103612","askari","467894","945681","953108","951933","950936","945684","761541","951933","946286","946286","872745","64"
"48","0.207198461538461","2","easy","garden","2965","301","961491","Ok","983","garden","2723","994.6362129029873","bustani","467894","956470","962176","961190","960194","956473","761541","961191","957468","957468","872745","65"
"63","0.216794029850746","2","easy","storm","2965","579","975971","Ok","2511","storm","7854","992.6540353127211","dhoruba","467894","965540","977905","975392","974395","965544","761541","975392","966538","966538","872745","66"
"52","0.315165151515151","2","difficult","wonder","2965","305","995786","Ok","1107","wonder","12279","877.6533429801827","ajabu","467894","981322","996591","995481","994484","981324","761541","995481","982203","982202","872745","67"
"17","0.307474242424242","2","difficult","holays","2965","555","1009795","Ok","1850","holays","7388","865.8790751109174","likizo","467894","999982","1011093","1009240","1008244","999986","761541","1009240","1000853","1000853","872745","68"
"14","0.3337796875","2","difficult","voice","2965","373","1021202","Ok","977","voice","4455","908.2236444185085","sauti","467894","1014462","1021809","1020829","1019833","1014465","761541","1020829","1015376","1015375","872745","69"
"31","0.319181818181818","2","difficult","letter","2965","425","1034464","Ok","1451","letter","6979","822.5964246695955","barua","467894","1025233","1035493","1034039","1033042","1025235","761541","1034039","1026060","1026060","872745","70"
